labels,credentials,p_type,no_serv,no_bene,no_dis_bene,ave_Me_pay,ave_Sub,place of service,gender,drug 
1,Other,Diagnostic Radiology,13,13,13,41.368461538,396,F,M,N
1,Other,Diagnostic Radiology,24,24,24,50.668333333,350,F,M,N
1,Other,Diagnostic Radiology,32,32,32,90.66,340,F,M,N
1,Other,Diagnostic Radiology,24,24,24,36.24875,154,F,M,N
0,MD,Ophthalmology,11,11,11,87.11,200,O,M,N
0,MD,Ophthalmology,101,55,55,101.57990099,252.47524752,O,M,N
0,MD,Ophthalmology,22,21,22,123.31,310,O,M,N
0,MD,Ophthalmology,79,75,78,306.41822785,782.27848101,O,M,N
0,MD,Ophthalmology,14,14,14,419.55,1278.5714286,O,M,N
0,MD,Ophthalmology,16,16,16,79.47125,300,O,M,N
0,MD,Ophthalmology,533,522,533,142.94,306.19136961,O,M,N
0,MD,Other,27,23,27,36.28,80,O,M,N
1,MD,Radiation Oncology,250,66,108,61.03,185,F,M,N
1,MD,Radiation Oncology,170,54,170,190.6,534,F,M,N
1,MD,Radiation Oncology,15,15,15,207.18,383,F,M,N
0,MD,Cardiology,893,498,893,17.01,41.74,O,M,N
1,MD,Cardiology,439,248,439,73.42,140.24519362,F,M,N
0,MD,Family Practice,24,23,24,23.91,35,O,M,N
1,MD,Diagnostic Radiology,221,216,218,9.9260633484,41,F,M,N
1,MD,Diagnostic Radiology,18,15,15,10.33,47,F,M,N
1,MD,Diagnostic Radiology,33,33,33,71.592121212,307,F,M,N
1,MD,Diagnostic Radiology,316,316,316,84.006898734,384,F,M,N
1,MD,Diagnostic Radiology,24,23,24,52.0725,258,F,M,N
1,MD,Diagnostic Radiology,268,260,266,57.576492537,189,F,M,N
1,MD,Diagnostic Radiology,326,306,326,129.02319018,501,F,M,N
0,MD,Diagnostic Radiology,34,31,34,454.85,690,O,M,N
1,MD,General Surgery,28,28,28,51.74,200.32142857,F,M,N
0,MD,Internal Medicine,28,28,28,184.78214286,249.78571429,O,M,Y
0,MD,Internal Medicine,155,155,155,21.82,50,O,M,N
0,DPM,Podiatry,128,90,114,26.64,110,O,M,N
0,DPM,Podiatry,34,34,34,99.78,160,O,M,N
3,Other,Nurse Practitioner,34,34,34,63.48,278,F,F,N
3,Other,Nurse Practitioner,144,59,144,21.26,111,F,F,N
0,MD,Family Practice,23,23,23,8.39,22.451304348,O,M,N
0,MD,Dermatology,32,32,32,296.71875,566,O,M,N
0,MD,Dermatology,39,34,36,5.86,35,O,M,N
0,Other,Nurse Practitioner,98,98,98,48.351428571,87.285714286,O,M,N
0,MD,Psychiatry,12,12,12,122.47,221.16666667,O,M,N
2,MD,Family Practice,19,18,19,17.44,35,O,F,N
3,MD,Rheumatology,15,11,15,59.15,278,F,F,N
2,MD,Rheumatology,378,193,378,125.98,408,O,F,N
3,PA,Other,17,17,17,79.49,296,F,F,N
0,MD,Neurology,446,207,446,67.42,95,O,M,N
0,MD,Pathology,765,551,765,15.87551634,76.05,O,M,N
0,MD,Pathology,189,168,189,23.05,50.5,O,M,N
0,MD,Emergency Medicine,15,15,15,136.81,165.83133333,O,M,N
3,MD,General Surgery,86,46,86,228.21255814,565.63953488,F,F,N
0,DPM,Podiatry,683,260,683,35.78,66.723279649,O,M,N
3,MD,Pathology,16,14,14,72.87,215,F,F,N
0,MD,Family Practice,764,388,764,103.52,166.65314136,O,M,N
0,MD,Family Practice,56,47,56,67.38,111,O,M,N
0,MD,Family Practice,22,20,22,89.18,148,O,M,N
0,MD,Family Practice,131,131,131,23.88,33,O,M,N
1,DO,Emergency Medicine,64,64,64,176.26,1036,F,M,N
0,MD,Diagnostic Radiology,25,24,25,277.1508,1626,O,M,N
0,MD,Diagnostic Radiology,17,17,17,307.88941176,1177,O,M,N
2,Other,Other,13,13,13,125.1,230,O,F,N
2,Other,Other,190,26,190,121.74,180,O,F,N
1,MD,Hematology-Oncology,515,71,515,107.04425243,283,F,M,N
2,MD,Physical Medicine and Rehabilitation,189,15,98,25.042116402,75,O,F,N
2,PT,Physical Therapist in Private Practice,387,67,387,11.854857881,40,O,F,N
0,Other,Physical Therapist in Private Practice,202,14,202,9.96,30,O,M,N
0,Other,Physical Therapist in Private Practice,1272,52,844,28.288663522,40,O,M,N
1,MD,Internal Medicine,214,207,214,199.23841121,1433.4158879,F,M,N
1,MD,Internal Medicine,652,282,652,70.98345092,509.40592025,F,M,N
1,MD,Internal Medicine,194,182,194,71.09,511.29,F,M,N
1,MD,Internal Medicine,52,52,52,104.76288462,762.53134615,F,M,N
2,MD,Internal Medicine,203,133,203,40.61,110,O,F,N
2,MD,Internal Medicine,160,112,160,6.1516875,40,O,F,N
2,MD,Internal Medicine,78,78,78,30.54,75,O,F,N
0,MD,General Surgery,14,14,14,112.75,287,O,M,N
0,DPM,Podiatry,40,20,24,24.866,55,O,M,N
0,MD,Emergency Medicine,35,35,35,19.03,40,O,M,Y
0,MD,Emergency Medicine,238,221,238,112.69,294,O,M,N
1,MD,Diagnostic Radiology,225,214,225,123.76995556,493,F,M,N
1,MD,Diagnostic Radiology,16,16,16,118.46375,442.25,F,M,N
2,MD,Family Practice,18,18,18,59,165,O,F,N
1,MD,Gastroenterology,27,27,27,141.37407407,800,F,M,N
2,MD,Neurology,99,46,99,141.49252525,486.36363636,O,F,N
1,MD,Anesthesiology,20,20,20,142.6595,1437.15,F,M,N
1,MD,Anesthesiology,104,91,104,86.130865385,907.81730769,F,M,N
1,MD,Other,187,88,187,244.98,475,F,M,N
0,DO,Ophthalmology,66,25,66,251.31,1840,O,M,N
0,DO,Ophthalmology,195,190,195,41.213692308,110,O,M,N
1,MD,Other,17,17,17,69.73,167,F,M,N
1,DO,Orthopedic Surgery,33,32,33,259.46363636,1296,F,M,N
0,DO,Orthopedic Surgery,35,16,35,34.480571429,131,O,M,N
2,Other,Physical Therapist in Private Practice,579,35,318,25.505336788,35.070880829,O,F,N
2,Other,Physical Therapist in Private Practice,23,19,23,78.184347826,83.78173913,O,F,N
1,MD,Other,20,20,20,40.18,70,F,M,N
1,MD,Other,39,35,39,24.67,70,F,M,N
3,MD,Urology,11,11,11,32.14,440.90454545,F,F,N
2,MD,Urology,40,38,40,16.98,57,O,F,N
3,MD,Urology,49,45,49,100.19714286,464.11408163,F,F,N
3,MD,Urology,17,17,17,17.492941176,56.744117647,F,F,N
1,MD,Urology,19,12,19,184.26315789,1834.5394737,F,M,N
2,MD,Family Practice,24,24,24,46.67,135,O,F,N
2,MD,Family Practice,18,17,18,117.87,279,O,F,N
2,MD,Family Practice,120,12,120,5.39,22,O,F,N
2,MD,Family Practice,112,108,112,45.177321429,45.5,O,F,Y
2,MD,Family Practice,38,33,38,52.17,56.74,O,F,N
3,Other,Nurse Practitioner,12,12,12,42.02,139,F,F,N
0,OD,Optometry,31,31,31,120,120,O,M,N
3,MD,Dermatology,12,12,12,48.06,121,F,F,N
0,MD,Internal Medicine,86,19,86,5.39,14,O,M,N
0,MD,Internal Medicine,25,25,25,48.5252,51,O,M,Y
3,MD,Neurology,18,18,18,58.79,309.5,F,F,N
3,MD,Neurology,66,64,66,59.14,338.13636364,F,F,N
1,MD,Pathology,15,14,14,6.1406666667,9.8413333333,F,M,N
1,MD,Pathology,76,72,72,26.203815789,46.488815789,F,M,N
0,MD,Pathology,179,112,112,68.89,182.63709497,O,M,N
3,PA,Physician Assistant,151,151,151,98.29,750,F,F,N
3,MD,Pathology,1073,556,572,38.5,242,F,F,N
3,MD,Pathology,49,46,46,12.75,56,F,F,N
3,MD,Pathology,55,48,51,36.05,189,F,F,N
2,MD,Dermatology,13,13,13,430.7,482.9,O,F,N
2,MD,Dermatology,24,21,22,161.23333333,181.06125,O,F,N
0,D.P.M.,Podiatry,52,32,52,74.040769231,120,O,M,N
0,D.P.M.,Podiatry,63,53,62,46.076190476,65,O,M,N
0,D.P.M.,Podiatry,36,25,34,48.31,75,O,M,N
0,D.P.M.,Podiatry,293,293,293,105.67,150,O,M,N
1,MD,Diagnostic Radiology,22,22,22,79.176363636,264.09090909,F,M,N
1,MD,Diagnostic Radiology,29,29,29,9.5,28,F,M,N
1,MD,Diagnostic Radiology,69,68,69,94.27173913,271,F,M,N
1,MD,Diagnostic Radiology,26,26,26,39.617692308,123,F,M,N
2,PA,Physician Assistant,24,24,24,141.41,499,O,F,N
3,NP,Nurse Practitioner,338,228,338,45.05,98.600591716,F,F,N
1,MD,Internal Medicine,72,69,72,210.66,525.86111111,F,M,N
0,Organization,Clinical Laboratory,1010,430,1010,18.58,45.793217822,O,O,N
0,Organization,Clinical Laboratory,17,15,17,13.09,33,O,O,N
0,Organization,Clinical Laboratory,527,238,527,4.2501328273,16,O,O,N
0,Organization,Clinical Laboratory,102,85,102,3.6020588235,17.921568627,O,O,N
0,Organization,Clinical Laboratory,102,74,102,19.430980392,47.622647059,O,O,N
0,Organization,Clinical Laboratory,95,49,95,6.14,14.978947368,O,O,N
0,Organization,Clinical Laboratory,91,83,91,15.31,37.868131868,O,O,N
0,Organization,Clinical Laboratory,31,26,30,5.86,14.806451613,O,O,N
3,CRNA,Certified Registered Nurse Anesthetist (CRNA),31,28,31,69.766774194,535.08387097,F,F,N
3,CRNA,Certified Registered Nurse Anesthetist (CRNA),19,19,19,72.717368421,578.71578947,F,F,N
0,MD,Other,21,14,21,65.158095238,1649,O,M,N
0,MD,Orthopedic Surgery,66,55,57,32.36,139,O,M,N
1,MD,Cardiology,11,11,11,360.55090909,1232,F,M,N
1,DO,General Surgery,255,13,22,43.47,134,F,M,N
1,DO,General Surgery,24,24,24,74.01,237.66666667,F,M,N
0,PT,Physical Therapist in Private Practice,25,17,25,10.4092,38,O,M,N
1,MD,Diagnostic Radiology,567,481,558,9.34,23,F,M,N
0,MD,Diagnostic Radiology,72,68,72,190.25277778,900,O,M,N
0,MD,Diagnostic Radiology,31,27,27,39.05,125,O,M,N
0,MD,Diagnostic Radiology,26,23,23,28.68,125,O,M,N
1,MD,Diagnostic Radiology,52,51,52,89.464038462,128,F,M,N
1,MD,Diagnostic Radiology,57,56,57,93.040350877,180,F,M,N
1,MD,Diagnostic Radiology,13,13,13,33.03,91,F,M,N
0,MD,Diagnostic Radiology,15,15,15,196.46133333,400,O,M,N
0,MD,Family Practice,75,75,75,113.42,152,O,M,N
0,MD,Internal Medicine,11,11,11,6.8436363636,46,O,M,N
0,MD,Internal Medicine,262,255,262,48.692824427,86,O,M,Y
0,MD,Internal Medicine,418,418,418,130.40650718,215,O,M,N
3,MD,Gastroenterology,48,47,48,159.43166667,997,F,F,N
3,MD,Gastroenterology,131,131,131,159.80694656,1594,F,F,N
2,MD,Gastroenterology,34,32,34,64.75,175,O,F,N
3,MD,Gastroenterology,101,54,86,41.68,105,F,F,N
0,MD,Physical Medicine and Rehabilitation,59,53,59,120.49,252.96610169,O,M,N
0,DPM,Podiatry,28,13,28,55.181071429,80,O,M,N
0,DPM,Podiatry,176,87,176,49.3,60,O,M,N
0,DPM,Podiatry,41,18,41,104.45,132.75609756,O,M,N
0,DPM,Podiatry,17,17,17,143.12,180.05882353,O,M,N
0,DPM,Podiatry,435,105,435,61.002758621,79.774712644,O,M,N
0,Organization,Mass Immunizer Roster Biller,68,68,68,49.464705882,49.464705882,O,O,Y
0,Other,Other,26,12,12,76.77,200,O,M,N
0,Other,Other,21,13,13,56.27,125,O,M,N
0,Other,Other,155,39,43,92.38,200,O,M,N
1,MD,Radiation Oncology,40,36,40,216.14,365,F,M,N
1,MD,Radiation Oncology,225,66,225,179.08,302,F,M,N
1,MD,Radiation Oncology,34,31,34,102.65,178,F,M,N
1,MD,Radiation Oncology,14,14,14,97.03,165,F,M,N
1,MD,Radiation Oncology,410,40,410,19.86,116,F,M,N
1,MD,Gastroenterology,119,116,119,98.227478992,288.09243697,F,M,N
0,Organization,Mass Immunizer Roster Biller,62,62,62,19.03,19.03,O,O,Y
0,Organization,Other,32,31,32,223.9696875,755.86,O,O,N
0,Organization,Other,56,54,56,241.92642857,550.62,O,O,N
0,CRNA,Certified Registered Nurse Anesthetist (CRNA),17,17,17,143.17058824,1063.5294118,O,M,N
0,CRNA,Certified Registered Nurse Anesthetist (CRNA),99,98,99,179.84525253,1216.3030303,O,M,N
0,MD,Family Practice,18,18,18,4.46,12.333333333,O,M,N
0,MD,Family Practice,17,17,17,94.94,101.66941176,O,M,N
3,MD,Anesthesiology,12,12,12,108.97,344.5,F,F,N
3,MD,Anesthesiology,13,13,13,18.24,76.076923077,F,F,N
2,Other,Nurse Practitioner,19,19,19,74.76,178,O,F,N
3,MD,Diagnostic Radiology,19,19,19,42.424210526,173.34,F,F,N
3,MD,Diagnostic Radiology,105,104,105,115.79485714,442.99,F,F,N
1,MD,Other,11,11,11,207.18,797.18181818,F,M,N
1,MD,Gastroenterology,93,92,93,77.052043011,1230,F,M,N
0,MD,Pulmonary Disease,592,253,592,117.69513514,179.72861486,O,M,N
1,MD,Pathology,19,19,19,25.34,56,F,M,N
1,MD,Pathology,45,43,45,4.72,20,F,M,N
1,MD,Pathology,164,92,92,12.52,70.841463415,F,M,N
1,MD,Pathology,250,203,209,37.06,108,F,M,N
1,MD,Internal Medicine,130,126,130,70.61,255.46153846,F,M,N
0,Organization,Clinical Laboratory,207,126,207,14.386714976,18.374251208,O,O,N
0,Organization,Clinical Laboratory,15,15,15,21.82,21.82,O,O,N
0,Organization,Clinical Laboratory,21,15,21,8.8642857143,8.8642857143,O,O,N
0,MD,Otolaryngology,28,27,28,22.91,90,O,M,N
0,MD,Otolaryngology,119,98,119,40.48907563,120,O,M,N
1,MD,Otolaryngology,242,186,242,47.753264463,100.33,F,M,N
2,NP,Nurse Practitioner,73,58,61,165.42917808,250.5,O,F,N
2,NP,Nurse Practitioner,35,26,31,187.524,260,O,F,N
2,NP,Nurse Practitioner,13,13,13,88.52,115,O,F,N
2,NP,Nurse Practitioner,371,305,371,87.99,110,O,F,N
0,MD,Family Practice,71,71,71,24.25,30,O,M,N
0,MD,Family Practice,239,92,130,6.8718410042,25,O,M,Y
1,MD,Pathology,16,13,13,148.97,291.75,F,M,N
3,MD,Radiation Oncology,70,55,70,75.528571429,479.44714286,F,F,N
3,MD,Radiation Oncology,226,70,112,56.555132743,324.02707965,F,F,N
1,MD,Neurology,640,384,640,76.08,158.010875,F,M,N
1,MD,Neurology,265,159,265,110.28,219.48120755,F,M,N
0,DPM,Podiatry,118,98,118,83.9,125,O,M,N
1,MD,Gastroenterology,155,155,155,245.70858065,1525,F,M,N
0,MD,Gastroenterology,227,227,227,160.33,250,O,M,N
0,DPM,Podiatry,974,304,974,67.24,68.61650924,O,M,N
0,DPM,Podiatry,337,158,337,50.93,51.972818991,O,M,N
0,OD,Optometry,97,97,97,116,116,O,M,N
0,OD,Optometry,119,101,119,38.267142857,138,O,M,N
2,MD,Internal Medicine,62,37,62,10.986451613,25.03,O,F,N
2,MD,Internal Medicine,13,12,13,8.88,17.6,O,F,N
2,MD,Internal Medicine,16,14,16,5.86,14.38,O,F,N
0,MD,General Surgery,54,54,54,75.172222222,75.172222222,O,M,N
0,MD,Cardiology,182,180,182,15.5,100.10989011,O,M,N
0,Other,Other,313,58,313,88.37,175,O,M,N
2,MD,Ophthalmology,262,188,262,76.945572519,225,O,F,N
1,MD,Anesthesiology,19,19,19,169.81052632,728.42105263,F,M,N
0,OD,Optometry,28,25,28,61.49,125,O,M,N
0,OD,Optometry,182,146,182,70.93,140,O,M,N
0,MD,Internal Medicine,50,50,50,190.0924,309.24,O,M,Y
1,MD,Anesthesiology,17,17,17,58.75,600,F,M,N
3,MD,Physical Medicine and Rehabilitation,24,24,24,172.95,664.75,F,F,N
0,OD,Optometry,18,18,18,140.46,222,O,M,N
2,MS,Physical Therapist in Private Practice,16,16,16,79.80375,120,O,F,N
0,MD,Internal Medicine,269,107,269,107.87,307.73977695,O,M,N
0,MD,Ophthalmology,434,291,434,92.59,184,O,M,N
2,MD,Family Practice,84,64,84,77.12,160,O,F,N
0,MD,Gastroenterology,17,16,17,153.49,336,O,M,N
0,MD,Gastroenterology,84,84,84,125.79333333,913,O,M,N
0,MD,Gastroenterology,41,41,41,64.370731707,569,O,M,N
0,MD,Gastroenterology,99,98,99,5.38,105,O,M,N
1,MD,Cardiology,46,46,46,11.77,166.08695652,F,M,N
0,Organization,Mass Immunizer Roster Biller,42,42,42,19.886904762,19.886904762,O,O,N
0,MD,Otolaryngology,122,84,122,40.720737705,100,O,M,N
0,MD,Otolaryngology,21,21,21,37.66,75,O,M,N
0,MD,Otolaryngology,139,87,139,14.39,50,O,M,N
0,MD,Otolaryngology,24,24,24,164.53,200,O,M,N
0,MD,Ophthalmology,1043,227,1043,115.08656759,348.77852349,O,M,N
2,OD,Optometry,24,12,12,28.74,50,O,F,N
0,MD,Internal Medicine,17,12,17,74.07,215.17647059,O,M,N
1,MD,Internal Medicine,286,126,286,97.906223776,278.81818182,F,M,N
2,MD,Cardiology,45,43,45,247.67,725,O,F,N
0,MD,Otolaryngology,187,144,187,234.31,465,O,M,N
0,MD,Otolaryngology,457,359,457,79.38,150,O,M,N
2,MD,Hematology-Oncology,242,90,242,51.105123967,60.479338843,O,F,N
3,MD,Endocrinology,64,59,64,52.06,200.546875,F,F,N
2,PT,Physical Medicine and Rehabilitation,70,13,51,30.536428571,62.1,O,F,N
0,Organization,Mass Immunizer Roster Biller,164,164,164,47.4525,47.4525,O,O,Y
0,Organization,Mass Immunizer Roster Biller,98,96,98,47.291530612,47.291530612,O,O,Y
0,Organization,Mass Immunizer Roster Biller,105,103,105,19.543714286,19.543714286,O,O,N
0,Organization,Mass Immunizer Roster Biller,273,272,273,47.042234432,47.042234432,O,O,Y
0,Organization,Mass Immunizer Roster Biller,95,91,95,19.976947368,19.976947368,O,O,N
0,Organization,Mass Immunizer Roster Biller,50,50,50,191.9452,195.3724,O,O,Y
0,Organization,Mass Immunizer Roster Biller,65,65,65,190.68030769,192.75169231,O,O,Y
0,Organization,Mass Immunizer Roster Biller,13,13,13,19.03,19.03,O,O,Y
0,Organization,Mass Immunizer Roster Biller,94,94,94,22.696808511,23.898404255,O,O,N
0,Organization,Mass Immunizer Roster Biller,17,17,17,18.935294118,18.935294118,O,O,N
1,MD,Family Practice,22,21,22,235.16,319,F,M,N
0,MD,Family Practice,11,11,11,186.32363636,226,O,M,Y
0,MD,Urology,52,40,52,3,11.057692308,O,M,N
0,Organization,Mass Immunizer Roster Biller,12,12,12,23.88,25.86,O,O,N
1,MD,Emergency Medicine,128,128,128,170.2,806.1796875,F,M,N
0,MD,Internal Medicine,48,34,48,3.08,10,O,M,N
0,MD,Cardiology,88,52,88,3,20,O,M,N
0,MD,Cardiology,110,72,110,125.94,200,O,M,N
1,MD,Cardiology,92,16,84,121.09271739,150,F,M,N
1,MD,Internal Medicine,14,14,14,203.14,473,F,M,N
0,Organization,Mass Immunizer Roster Biller,138,138,138,17.84,17.84,O,O,Y
0,Organization,Mass Immunizer Roster Biller,148,147,148,9.2936486486,9.2936486486,O,O,N
0,D.P.M.,Podiatry,35,21,35,32.75,69,O,M,N
1,PA,Physician Assistant,51,48,51,101.51,639.29411765,F,M,N
1,MD,Internal Medicine,32,30,32,158.3,338.8125,F,M,N
0,MD,Internal Medicine,76,76,76,90.78,95.188947368,O,M,N
1,MD,Emergency Medicine,63,63,63,60.31,440,F,M,N
0,MD,Anesthesiology,16,16,16,158.25,180,O,M,N
0,MD,Anesthesiology,75,41,75,103.23,168,O,M,N
1,MD,Anesthesiology,19,18,19,53.62,305,F,M,N
0,MD,Internal Medicine,263,80,263,264.83,270.23,O,M,N
0,MD,Internal Medicine,40,27,40,170.55,174.03,O,M,N
0,MD,Internal Medicine,13,13,13,189.96769231,212,O,M,Y
0,MD,Urology,17,17,17,228.04,626,O,M,N
0,MD,Urology,32,32,32,88.86,241,O,M,N
0,MD,Urology,16,16,16,30.01,70,O,M,N
2,MD,Internal Medicine,27,17,27,116.76,240,O,F,N
0,MD,Family Practice,1037,374,1037,3,9,O,M,N
0,MD,Family Practice,70,57,70,15.61,50,O,M,N
0,MD,Family Practice,168,18,168,5.39,16,O,M,N
0,MD,Family Practice,22,22,22,98.85,200,O,M,Y
0,MD,Family Practice,113,41,112,24,31,O,M,N
0,MD,Family Practice,50,50,50,24,31,O,M,N
1,MD,Gastroenterology,519,506,519,73.785472062,900,F,M,N
0,MD,Gastroenterology,102,102,102,96.58627451,174.50980392,O,M,N
0,MD,Gastroenterology,122,115,122,96.67,175,O,M,N
1,MD,Gastroenterology,41,32,41,36.25,75,F,M,N
0,MD,Internal Medicine,484,353,484,3.5,10,O,M,N
0,MD,Internal Medicine,83,75,83,7.93,35,O,M,N
0,MD,Internal Medicine,432,340,432,3.8337731481,25,O,M,N
0,MD,Internal Medicine,261,182,261,4.8700766284,20,O,M,N
0,MD,Internal Medicine,29,29,29,169.64,400,O,M,N
0,Other,Other,150,45,56,76,100,O,M,N
0,MD,Family Practice,286,34,38,5.37,72,O,M,N
0,MD,Family Practice,40,27,40,12.37,50,O,M,N
0,MD,Family Practice,19,13,19,24.41,33.157894737,O,M,N
0,MD,Cardiology,345,330,345,14.7,64,O,M,N
1,MD,Cardiology,28,26,28,25.32,68,F,M,N
0,MD,Cardiology,53,53,53,70.3,94,O,M,N
0,MD,Cardiology,228,226,228,92.473684211,93.921052632,O,M,N
0,MD,Cardiology,852,211,213,55.323579812,56.774929577,O,M,Y
0,MD,Psychiatry,31,31,31,114.21129032,234.80645161,O,M,N
0,MD,Family Practice,41,29,41,53.729268293,97,O,M,N
0,MD,Family Practice,149,149,149,19.03,30,O,M,Y
0,MD,Family Practice,12,12,12,98.85,121.4,O,M,Y
1,MD,Internal Medicine,619,263,619,74.14,256.9095315,F,M,N
1,MD,Internal Medicine,145,141,145,74.75,290.49655172,F,M,N
2,MD,Nephrology,163,65,163,8.87,18,O,F,N
2,MD,Nephrology,12,12,12,159.61,318,O,F,N
2,MD,Nephrology,20,14,20,140.76,280,O,F,N
1,DO,Gastroenterology,113,109,113,137.30778761,800,F,M,N
2,MD,Nephrology,142,63,142,125.43,165,O,F,N
0,MD,Orthopedic Surgery,19,18,19,285.83,1300,O,M,N
0,MD,Orthopedic Surgery,36,36,36,194.04,583,O,M,N
1,DO,Emergency Medicine,27,27,27,116.22,1273.8518519,F,M,N
1,MD,Pathology,29,22,23,12.38,183.75862069,F,M,N
0,MD,Otolaryngology,12,12,12,157.57,283,O,M,N
2,MD,Cardiology,86,86,86,24.05,35,O,F,Y
2,MD,Cardiology,49,48,49,296.9,343,O,F,N
2,MD,Cardiology,55,49,55,20.02,35,O,F,N
2,MD,Cardiology,206,202,206,97.75,110,O,F,N
2,MD,Cardiology,77,77,77,222.34,285,O,F,N
2,MD,Cardiology,86,86,86,29.33,30,O,F,N
0,PT,Physical Therapist in Private Practice,36,19,23,29.29,86,O,M,N
0,MD,Orthopedic Surgery,18,17,17,34.054444444,184,O,M,N
1,MD,Other,11,11,11,92.078181818,735.22727273,F,M,N
0,MD,Other,15,15,15,179.33933333,735,O,M,N
0,MD,Other,139,111,139,77.84,123,O,M,N
0,MD,Orthopedic Surgery,259,57,259,100.77,200,O,M,N
0,MD,Orthopedic Surgery,35,34,34,47.77,85,O,M,N
3,MD,Gastroenterology,13,13,13,280.93153846,1156,F,F,N
2,PA,Physician Assistant,25,16,25,91.6496,274.1892,O,F,N
2,PT,Physical Therapist in Private Practice,114,14,67,30.129473684,38.750438596,O,F,N
1,MD,Gastroenterology,21,21,21,99.905238095,500,F,M,N
0,Organization,Other,108,86,108,447.38,922.91666667,F,O,N
0,MD,Internal Medicine,32,29,32,7.1,18,O,M,N
0,MD,Internal Medicine,92,92,92,19.03,53,O,M,Y
0,MD,Family Practice,17,17,17,194.04,200,O,M,N
2,Organization,Nurse Practitioner,13,13,13,3.5,23,O,F,N
0,MD,Internal Medicine,41,41,41,189.25073171,201,O,M,Y
1,MD,Internal Medicine,59,54,59,158.6,165,F,M,N
0,MD,Internal Medicine,196,184,196,23.08,36,O,M,N
0,Organization,Mass Immunizer Roster Biller,15,15,15,191.868,194.018,O,O,Y
0,Other,Other,120,21,120,107.85,200,O,M,N
0,MD,Other,13,11,13,50.89,172,O,M,N
0,MD,Other,75,26,37,152.4296,846,O,M,N
0,MD,Other,46,46,46,201.46,655,O,M,N
0,MD,Endocrinology,347,326,347,7.93,15,O,M,N
0,Organization,Mass Immunizer Roster Biller,26,26,26,191.74923077,191.74923077,O,O,Y
0,Organization,Mass Immunizer Roster Biller,36,36,36,189.745,189.745,O,O,Y
0,Organization,Mass Immunizer Roster Biller,102,101,102,21.524215686,22.967254902,O,O,N
0,Organization,Mass Immunizer Roster Biller,13,13,13,23.879230769,23.879230769,O,O,Y
0,Organization,Mass Immunizer Roster Biller,106,105,106,19.736037736,19.736037736,O,O,N
0,Organization,Mass Immunizer Roster Biller,27,27,27,23.804444444,24.247777778,O,O,N
0,Organization,Mass Immunizer Roster Biller,36,36,36,48.08,48.08,O,O,Y
0,Organization,Mass Immunizer Roster Biller,62,62,62,49.598709677,49.598709677,O,O,Y
0,Organization,Mass Immunizer Roster Biller,102,100,102,21.468137255,21.566960784,O,O,N
1,MD,Internal Medicine,12,12,12,97.4,210,F,M,N
1,MD,Internal Medicine,119,114,119,195.88,489.54621849,F,M,N
3,MD,Cardiology,17,17,17,21.31,211,F,F,N
3,MD,Cardiology,211,20,211,98.8,248,F,F,N
2,Other,Nurse Practitioner,11,11,11,87.18,189.90909091,O,F,N
2,Other,Nurse Practitioner,64,64,64,93.92,190,O,F,N
2,MD,Internal Medicine,58,33,58,66.38,115,O,F,N
0,MD,Family Practice,11,11,11,19.03,533,O,M,Y
1,MD,Family Practice,17,17,17,75.48,261,F,M,N
1,MD,Pathology,64,35,35,61.04,175.04875,F,M,N
0,DO,Neurology,31,30,31,248.82,1400,O,M,N
0,DO,Neurology,155,155,155,178.41,280.29032258,O,M,N
0,DO,Neurology,446,294,446,116.86,175,O,M,N
3,MD,Internal Medicine,26,18,26,72.740769231,212.36730769,F,F,N
0,MD,Urology,36,36,36,107.58,633,O,M,N
0,MD,Physical Medicine and Rehabilitation,121,45,121,104.59,205.16528926,O,M,N
1,MD,Physical Medicine and Rehabilitation,17,17,17,200.96,379.58823529,F,M,N
2,MD,Other,161,90,161,35.71,103.35,O,F,N
2,MD,Internal Medicine,29,28,29,17.25,66.413793103,O,F,N
2,Other,Other,21,21,21,96.77,325,O,F,N
0,DPM,Podiatry,93,30,93,19.049032258,57,O,M,N
0,Other,Other,16,16,16,132.15,150,O,M,N
1,Organization,General Surgery,78,68,78,230.05,575,F,M,N
0,Organization,Mass Immunizer Roster Biller,18,18,18,96.872222222,96.872222222,O,O,Y
0,Organization,Mass Immunizer Roster Biller,60,60,60,48.609333333,48.609333333,O,O,Y
0,Organization,Mass Immunizer Roster Biller,12,12,12,23.485,26.741666667,O,O,N
0,Organization,Mass Immunizer Roster Biller,30,30,30,20.175666667,21.513666667,O,O,N
1,MD,Internal Medicine,123,122,123,71.27,247.30894309,F,M,N
2,Other,Nurse Practitioner,29,29,29,30.73,96,O,F,N
0,MD,Internal Medicine,87,85,87,66.15,105.37931034,O,M,N
1,MD,Neurology,65,63,65,33.78,67,F,M,N
0,MD,Other,16,14,16,55.6875,352.75,O,M,N
0,MD,Other,18,18,18,34.44,236,O,M,N
0,MD,Other,26,24,26,43.23,258,O,M,N
0,MD,Other,669,395,669,76.6,460.33781764,O,M,N
0,MD,Other,63,39,63,12.1,68,O,M,N
1,MD,Gastroenterology,22,18,22,47.75,147.90909091,F,M,N
3,MD,Gastroenterology,114,113,114,226.86491228,411.28649123,F,F,N
2,MD,Gastroenterology,65,65,65,108.46,120.88,O,F,N
2,MD,Gastroenterology,12,12,12,164.76,184.05,O,F,N
